t,U
0.00885,0.05663635
0.00886,-1.58443725
0.00887,-0.97015698
0.00888,0.62193032
0.00889,-0.11931232
0.00890,-1.65228859
0.00891,-0.78879745
0.00892,0.67531899
0.00893,-0.30492937
0.00894,-1.69087506
0.00895,-0.60010328
0.00896,0.69885788
0.00897,-0.49550067
0.00898,-1.69921668
0.00899,-0.40886677
0.00900,0.69194919
0.00901,-0.68618624
0.00902,-1.67710160
0.00903,-0.21994478
0.00904,0.65476836
0.00905,-0.87214321
0.00906,-1.62509148
0.00907,-0.03813541
0.00908,0.58825970
0.00909,-1.04864879
0.00910,-1.54450723
0.00911,0.13194391
0.00912,0.49411232
0.00913,-1.21122025
0.00914,-1.43739545
0.00915,0.28597365
0.00916,0.37471731
0.00917,-1.35572873
0.00918,-1.30647649
0.00919,0.42004189
0.00920,0.23310696
0.00921,-1.47850413
0.00922,-1.15507531
0.00923,0.53074368
0.00924,0.07287778
0.00925,-1.57642830
0.00926,-0.98703708
0.00927,0.61526749
0.00928,-0.10190088
0.00929,-1.64701425
0.00930,-0.80662949
0.00931,0.67146668
0.00932,-0.28679013
0.00933,-1.68846928
0.00934,-0.61843437
0.00935,0.69791393
0.00936,-0.47709430
0.00937,-1.69974057
0.00938,-0.42723136
0.00939,0.69393757
0.00940,-0.66798021
0.00941,-1.68054185
0.00942,-0.23787647
0.00943,0.65963858
0.00944,-0.85459990
0.00945,-1.63136071
0.00946,-0.05517877
0.00947,0.59588806
0.00948,-1.03221376
0.00949,-1.55344622
0.00950,0.11622173
0.00951,0.50430509
0.00952,-1.19631090
0.00953,-1.44877718
0.00954,0.27197195
0.00955,0.38721562
0.00956,-1.34272371
0.00957,-1.32001189
0.00958,0.40811626
0.00959,0.24759338
0.00960,-1.46773374
0.00961,-1.17042063
0.00962,0.52119701
0.00963,0.08898440
0.00964,-1.56816607
0.00965,-1.00380258
0.00966,0.60834224
0.00967,-0.08458312
0.00968,-1.64147001
0.00969,-0.82438938
0.00970,0.66733872
0.00971,-0.26870105
0.00972,-1.68578386
0.00973,-0.63673760
0.00974,0.69668811
0.00975,-0.45869331
0.00976,-1.69998215
